session_id,user_id,user_name,department,timestamp,event_type,country,city,impossible_travel,hours_since_last,mfa_fail_count,is_known_device,country_deviation,hour_sin,hour_cos,is_business_hours,role_rank,role_escalation,pwd_reset_7d,peer_zscore,risk_label,anomaly_type,iso_score,xgb_low_prob,xgb_medium_prob,xgb_high_prob,xgb_pred_label,final_risk_score,shap_explanation,action_taken,action_ja,severity
fdadb058,sato_m,Sato Miyuki,Finance,2025-01-08T12:44:00,login,Japan,Osaka,0,23.23,0,1,0,0.0,-1.0,1,1,0,0,-0.135,LOW,none,14.01,0.9993,0.0003,0.0004,LOW,6,"[{""feature"": ""hour_cos"", ""shap"": 1.3089}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2642}]",ALLOW,アクセスを許可,LOW
dcda67f1,nakamura_a,Nakamura Aoi,DevOps,2025-01-08T12:53:00,login,Japan,Tokyo,0,18.27,0,1,0,0.0,-1.0,1,0,0,0,0.039,LOW,none,11.47,0.9993,0.0003,0.0004,LOW,5,"[{""feature"": ""hour_cos"", ""shap"": 1.3126}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2642}]",ALLOW,アクセスを許可,LOW
a090b8b2,suzuki_t,Suzuki Takeshi,Engineering,2025-01-08T13:07:00,login,Japan,Tokyo,0,22.65,0,1,0,-0.2588,-0.9659,1,0,0,0,-0.195,LOW,none,10.2,0.9993,0.0003,0.0004,LOW,4,"[{""feature"": ""hour_cos"", ""shap"": 1.3126}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2642}]",ALLOW,アクセスを許可,LOW
e2088946,admin45,Admin User 45,IT Operations,2025-01-08T13:38:00,login,Japan,Tokyo,0,3.13,0,1,0,-0.2588,-0.9659,1,0,0,0,-0.045,LOW,none,4.36,0.9993,0.0003,0.0003,LOW,2,"[{""feature"": ""hour_cos"", ""shap"": 1.3126}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2642}]",ALLOW,アクセスを許可,LOW
b8ec224d,nakamura_a,Nakamura Aoi,DevOps,2025-01-08T13:59:00,login,Japan,Tokyo,0,1.1,0,1,0,-0.2588,-0.9659,1,0,0,0,0.039,LOW,none,4.58,0.9991,0.0004,0.0005,LOW,2,"[{""feature"": ""hour_cos"", ""shap"": 1.3081}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2642}]",ALLOW,アクセスを許可,LOW
7d1fe136,kim_j,Kim Junho,Sales,2025-01-08T14:21:00,login,Japan,Tokyo,0,22.05,0,1,0,-0.5,-0.866,1,0,0,3,-0.582,LOW,none,36.87,0.9991,0.0004,0.0005,LOW,15,"[{""feature"": ""hour_cos"", ""shap"": 1.311}, {""feature"": ""role_rank"", ""shap"": 1.1012}, {""feature"": ""role_escalation"", ""shap"": 0.2269}]",ALLOW,アクセスを許可,LOW
15cd2124,yamada_r,Yamada Riko,HR,2025-01-08T14:44:00,login,Japan,Tokyo,0,28.68,0,1,0,-0.5,-0.866,1,1,0,0,-0.378,LOW,none,25.01,0.9993,0.0003,0.0004,LOW,10,"[{""feature"": ""hour_cos"", ""shap"": 1.3001}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2642}]",ALLOW,アクセスを許可,LOW
6d0ba4c5,yamada_r,Yamada Riko,HR,2025-01-08T14:52:00,login,Japan,Tokyo,0,0.13,0,1,0,-0.5,-0.866,1,1,0,0,-0.378,LOW,none,8.92,0.9989,0.0005,0.0006,LOW,4,"[{""feature"": ""hour_cos"", ""shap"": 1.3038}, {""feature"": ""role_rank"", ""shap"": 1.131}, {""feature"": ""role_escalation"", ""shap"": 0.2642}]",ALLOW,アクセスを許可,LOW
ee88e225,park_s,Park Soyeon,Marketing,2025-01-08T15:07:00,login,Japan,Tokyo,0,2.53,0,1,0,-0.7071,-0.7071,1,0,0,0,0.913,LOW,none,2.99,0.9992,0.0004,0.0004,LOW,1,"[{""feature"": ""hour_cos"", ""shap"": 1.3224}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2657}]",ALLOW,アクセスを許可,LOW
db807f0b,ito_k,Ito Kenji,Finance,2025-01-08T15:15:00,login,Japan,Nagoya,0,2.72,0,1,0,-0.7071,-0.7071,1,0,0,0,1.021,LOW,none,3.33,0.9992,0.0004,0.0004,LOW,1,"[{""feature"": ""hour_cos"", ""shap"": 1.3224}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2657}]",ALLOW,アクセスを許可,LOW
bed3191d,sato_m,Sato Miyuki,Finance,2025-01-08T15:28:00,login,Japan,Osaka,0,2.73,0,1,0,-0.7071,-0.7071,1,0,0,0,-0.135,LOW,none,4.79,0.9993,0.0003,0.0004,LOW,2,"[{""feature"": ""hour_cos"", ""shap"": 1.3224}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
bdcd5df0,suzuki_t,Suzuki Takeshi,Engineering,2025-01-08T16:29:00,login,Japan,Tokyo,0,3.37,0,1,0,-0.866,-0.5,1,0,0,0,-0.195,LOW,none,7.67,0.9993,0.0003,0.0003,LOW,3,"[{""feature"": ""hour_cos"", ""shap"": 1.3224}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
61dbab0c,ito_k,Ito Kenji,Finance,2025-01-08T17:32:00,login,Japan,Nagoya,0,2.28,0,1,0,-0.9659,-0.2588,1,0,0,0,1.021,LOW,none,9.97,0.9981,0.0008,0.001,LOW,4,"[{""feature"": ""role_rank"", ""shap"": 1.1363}, {""feature"": ""hour_cos"", ""shap"": 0.5733}, {""feature"": ""role_escalation"", ""shap"": 0.2657}]",ALLOW,アクセスを許可,LOW
bb527cdf,chen_w,Chen Wei,Engineering,2025-01-08T17:48:00,login,Japan,Tokyo,0,6.52,0,1,0,-0.9659,-0.2588,1,1,0,0,-0.195,LOW,none,10.62,0.9984,0.0007,0.0009,LOW,4,"[{""feature"": ""role_rank"", ""shap"": 1.1363}, {""feature"": ""hour_cos"", ""shap"": 0.5733}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
1d74c8f1,kim_j,Kim Junho,Sales,2025-01-08T18:52:00,login,Japan,Tokyo,0,4.52,0,1,0,-1.0,-0.0,1,0,0,3,-0.582,LOW,none,45.97,0.9981,0.0011,0.0008,LOW,18,"[{""feature"": ""role_rank"", ""shap"": 1.0633}, {""feature"": ""hour_cos"", ""shap"": 0.4602}, {""feature"": ""role_escalation"", ""shap"": 0.2238}]",ALLOW,アクセスを許可,LOW
709b7fbc,admin45,Admin User 45,IT Operations,2025-01-08T18:53:00,login,Japan,Tokyo,0,5.25,0,1,0,-1.0,-0.0,1,1,0,0,-0.045,LOW,none,14.76,0.9986,0.0008,0.0006,LOW,6,"[{""feature"": ""role_rank"", ""shap"": 1.1063}, {""feature"": ""hour_cos"", ""shap"": 0.4575}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
ea7d50bd,sato_m,Sato Miyuki,Finance,2025-01-09T08:20:00,login,Japan,Osaka,0,16.87,0,1,0,0.866,-0.5,1,1,0,0,-0.135,LOW,none,10.61,0.9993,0.0004,0.0004,LOW,4,"[{""feature"": ""hour_cos"", ""shap"": 1.3267}, {""feature"": ""role_rank"", ""shap"": 1.1265}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
c5bcf458,chen_w,Chen Wei,Engineering,2025-01-09T08:20:00,login,Japan,Tokyo,0,14.53,0,1,0,0.866,-0.5,1,1,0,0,0.836,LOW,none,8.72,0.9993,0.0004,0.0004,LOW,4,"[{""feature"": ""hour_cos"", ""shap"": 1.3267}, {""feature"": ""role_rank"", ""shap"": 1.1265}, {""feature"": ""role_escalation"", ""shap"": 0.2657}]",ALLOW,アクセスを許可,LOW
e227fd97,chen_w,Chen Wei,Engineering,2025-01-09T09:28:00,login,Japan,Tokyo,0,1.13,0,1,0,0.7071,-0.7071,1,1,0,0,0.836,LOW,none,6.01,0.999,0.0004,0.0006,LOW,2,"[{""feature"": ""hour_cos"", ""shap"": 1.3223}, {""feature"": ""role_rank"", ""shap"": 1.1265}, {""feature"": ""role_escalation"", ""shap"": 0.2657}]",ALLOW,アクセスを許可,LOW
dbf29cfd,kim_j,Kim Junho,Sales,2025-01-09T09:33:00,login,Japan,Tokyo,0,14.68,0,1,0,0.7071,-0.7071,1,0,0,3,-0.582,LOW,none,39.02,0.999,0.0005,0.0005,LOW,16,"[{""feature"": ""hour_cos"", ""shap"": 1.3295}, {""feature"": ""role_rank"", ""shap"": 1.0835}, {""feature"": ""role_escalation"", ""shap"": 0.2238}]",ALLOW,アクセスを許可,LOW
3d64b77a,park_s,Park Soyeon,Marketing,2025-01-09T10:11:00,login,Japan,Tokyo,0,19.07,0,1,0,0.5,-0.866,1,1,0,0,-1.278,LOW,none,16.35,0.9993,0.0004,0.0004,LOW,7,"[{""feature"": ""hour_cos"", ""shap"": 1.3126}, {""feature"": ""role_rank"", ""shap"": 1.1265}, {""feature"": ""role_escalation"", ""shap"": 0.2642}]",ALLOW,アクセスを許可,LOW
0db42a24,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-09T11:44:00,login,Japan,Tokyo,0,27.57,0,1,0,0.2588,-0.9659,1,1,0,0,-0.195,LOW,none,17.02,0.9993,0.0003,0.0004,LOW,7,"[{""feature"": ""hour_cos"", ""shap"": 1.3089}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2642}]",ALLOW,アクセスを許可,LOW
286abdd7,suzuki_t,Suzuki Takeshi,Engineering,2025-01-09T12:14:00,login,Japan,Tokyo,0,19.75,0,1,0,0.0,-1.0,1,1,0,0,-0.195,LOW,none,12.16,0.9993,0.0003,0.0004,LOW,5,"[{""feature"": ""hour_cos"", ""shap"": 1.3126}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2642}]",ALLOW,アクセスを許可,LOW
6238e0a2,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-09T13:21:00,login,Japan,Tokyo,0,1.62,0,1,0,-0.2588,-0.9659,1,1,0,0,-0.195,LOW,none,3.11,0.9992,0.0004,0.0005,LOW,1,"[{""feature"": ""hour_cos"", ""shap"": 1.3081}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2642}]",ALLOW,アクセスを許可,LOW
5650208b,yamada_r,Yamada Riko,HR,2025-01-09T13:39:00,login,Japan,Tokyo,0,22.78,0,1,0,-0.2588,-0.9659,1,0,0,0,-0.378,LOW,none,11.36,0.9993,0.0003,0.0004,LOW,5,"[{""feature"": ""hour_cos"", ""shap"": 1.3126}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2642}]",ALLOW,アクセスを許可,LOW
23399562,chen_w,Chen Wei,Engineering,2025-01-09T14:09:00,login,Japan,Tokyo,0,4.68,0,1,0,-0.5,-0.866,1,1,0,0,0.836,LOW,none,0.48,0.9993,0.0003,0.0004,LOW,0,"[{""feature"": ""hour_cos"", ""shap"": 1.3082}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2688}]",ALLOW,アクセスを許可,LOW
e15d2136,kim_j,Kim Junho,Sales,2025-01-09T14:55:00,login,Japan,Tokyo,0,5.37,0,1,0,-0.5,-0.866,1,0,0,3,-0.582,LOW,none,34.11,0.9991,0.0004,0.0005,LOW,14,"[{""feature"": ""hour_cos"", ""shap"": 1.311}, {""feature"": ""role_rank"", ""shap"": 1.1012}, {""feature"": ""role_escalation"", ""shap"": 0.2269}]",ALLOW,アクセスを許可,LOW
250edbef,nakamura_a,Nakamura Aoi,DevOps,2025-01-09T15:16:00,login,Japan,Tokyo,0,25.28,0,1,0,-0.7071,-0.7071,1,1,0,0,0.039,LOW,none,16.6,0.9993,0.0003,0.0004,LOW,7,"[{""feature"": ""hour_cos"", ""shap"": 1.3142}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
d709a20b,ito_k,Ito Kenji,Finance,2025-01-09T15:58:00,login,Japan,Nagoya,0,22.43,0,1,0,-0.7071,-0.7071,1,0,0,0,-1.29,LOW,none,18.19,0.9993,0.0003,0.0004,LOW,7,"[{""feature"": ""hour_cos"", ""shap"": 1.3224}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
3b7aefcd,suzuki_t,Suzuki Takeshi,Engineering,2025-01-09T16:02:00,login,Japan,Tokyo,0,3.8,0,1,0,-0.866,-0.5,1,0,0,0,-0.195,LOW,none,7.49,0.9993,0.0003,0.0003,LOW,3,"[{""feature"": ""hour_cos"", ""shap"": 1.3224}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
bbded20e,admin45,Admin User 45,IT Operations,2025-01-09T16:37:00,login,Japan,Tokyo,0,21.73,0,1,0,-0.866,-0.5,1,0,0,0,-0.947,LOW,none,23.02,0.9993,0.0003,0.0004,LOW,9,"[{""feature"": ""hour_cos"", ""shap"": 1.3224}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
a4254192,nakamura_a,Nakamura Aoi,DevOps,2025-01-09T18:34:00,login,Japan,Tokyo,0,3.3,0,1,0,-1.0,-0.0,1,0,0,0,0.039,LOW,none,17.84,0.9986,0.0008,0.0006,LOW,7,"[{""feature"": ""role_rank"", ""shap"": 1.1063}, {""feature"": ""hour_cos"", ""shap"": 0.4575}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
f37fdeb7,sato_m,Sato Miyuki,Finance,2025-01-09T18:50:00,login,Japan,Osaka,0,10.5,0,1,0,-1.0,-0.0,1,1,0,0,-0.135,LOW,none,22.14,0.9986,0.0008,0.0006,LOW,9,"[{""feature"": ""role_rank"", ""shap"": 1.1063}, {""feature"": ""hour_cos"", ""shap"": 0.4575}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
86475fd8,yamada_r,Yamada Riko,HR,2025-01-09T18:54:00,login,Japan,Tokyo,0,5.25,0,1,0,-1.0,-0.0,1,1,0,0,-0.378,LOW,none,18.47,0.9986,0.0008,0.0006,LOW,7,"[{""feature"": ""role_rank"", ""shap"": 1.1063}, {""feature"": ""hour_cos"", ""shap"": 0.4575}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
3cf5e38d,ito_k,Ito Kenji,Finance,2025-01-10T08:02:00,login,Japan,Nagoya,0,16.07,0,1,0,0.866,-0.5,1,1,0,0,1.021,LOW,none,9.63,0.9992,0.0004,0.0004,LOW,4,"[{""feature"": ""hour_cos"", ""shap"": 1.3267}, {""feature"": ""role_rank"", ""shap"": 1.1265}, {""feature"": ""role_escalation"", ""shap"": 0.2657}]",ALLOW,アクセスを許可,LOW
16ed8a0c,chen_w,Chen Wei,Engineering,2025-01-10T08:16:00,login,Japan,Tokyo,0,18.12,0,1,0,0.866,-0.5,1,1,0,0,-0.195,LOW,none,11.64,0.9993,0.0004,0.0004,LOW,5,"[{""feature"": ""hour_cos"", ""shap"": 1.3267}, {""feature"": ""role_rank"", ""shap"": 1.1265}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
6847d8fa,kim_j,Kim Junho,Sales,2025-01-10T08:19:00,login,Japan,Tokyo,0,17.4,0,1,0,0.866,-0.5,1,0,0,3,0.145,LOW,none,40.02,0.9991,0.0005,0.0005,LOW,16,"[{""feature"": ""hour_cos"", ""shap"": 1.3295}, {""feature"": ""role_rank"", ""shap"": 1.0835}, {""feature"": ""role_escalation"", ""shap"": 0.2238}]",ALLOW,アクセスを許可,LOW
c7cd6957,admin45,Admin User 45,IT Operations,2025-01-10T08:58:00,login,Japan,Tokyo,0,16.35,0,1,0,0.866,-0.5,1,1,0,0,-0.045,LOW,none,10.7,0.9993,0.0004,0.0004,LOW,4,"[{""feature"": ""hour_cos"", ""shap"": 1.3267}, {""feature"": ""role_rank"", ""shap"": 1.1265}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
1ed8d538,kim_j,Kim Junho,Sales,2025-01-10T10:05:00,login,Japan,Tokyo,0,1.77,0,1,0,0.5,-0.866,1,1,1,3,0.145,LOW,none,46.73,0.997,0.001,0.0019,LOW,19,"[{""feature"": ""hour_cos"", ""shap"": 1.2262}, {""feature"": ""role_rank"", ""shap"": 1.0835}, {""feature"": ""role_escalation"", ""shap"": -0.4735}]",ALLOW,アクセスを許可,LOW
16aff855,kim_j,Kim Junho,Sales,2025-01-10T10:12:00,login,Japan,Tokyo,0,0.12,0,1,0,0.5,-0.866,1,1,1,3,0.145,LOW,none,48.26,0.9963,0.0013,0.0024,LOW,19,"[{""feature"": ""hour_cos"", ""shap"": 1.2262}, {""feature"": ""role_rank"", ""shap"": 1.0703}, {""feature"": ""role_escalation"", ""shap"": -0.4735}]",ALLOW,アクセスを許可,LOW
cfd8e70d,yamada_r,Yamada Riko,HR,2025-01-10T10:16:00,login,Japan,Tokyo,0,15.37,0,1,0,0.5,-0.866,1,1,0,0,-0.378,LOW,none,8.98,0.9993,0.0004,0.0004,LOW,4,"[{""feature"": ""hour_cos"", ""shap"": 1.3126}, {""feature"": ""role_rank"", ""shap"": 1.1265}, {""feature"": ""role_escalation"", ""shap"": 0.2642}]",ALLOW,アクセスを許可,LOW
bdd6c698,admin45,Admin User 45,IT Operations,2025-01-10T11:38:00,login,Japan,Tokyo,0,2.67,0,1,0,0.2588,-0.9659,1,0,0,0,-0.045,LOW,none,5.37,0.9993,0.0003,0.0004,LOW,2,"[{""feature"": ""hour_cos"", ""shap"": 1.3126}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2642}]",ALLOW,アクセスを許可,LOW
f308d9ca,suzuki_t,Suzuki Takeshi,Engineering,2025-01-10T11:55:00,login,Japan,Tokyo,0,19.88,0,1,0,0.2588,-0.9659,1,1,0,0,-1.225,LOW,none,14.71,0.9993,0.0003,0.0004,LOW,6,"[{""feature"": ""hour_cos"", ""shap"": 1.3126}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2642}]",ALLOW,アクセスを許可,LOW
bee15e37,ito_k,Ito Kenji,Finance,2025-01-10T11:56:00,login,Japan,Nagoya,0,3.9,0,1,0,0.2588,-0.9659,1,1,0,0,1.021,LOW,none,3.93,0.9992,0.0004,0.0004,LOW,2,"[{""feature"": ""hour_cos"", ""shap"": 1.3126}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2688}]",ALLOW,アクセスを許可,LOW
8b016a64,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-10T12:12:00,login,Japan,Tokyo,0,22.85,0,1,0,0.0,-1.0,1,1,0,0,-0.195,LOW,none,13.55,0.9993,0.0003,0.0004,LOW,5,"[{""feature"": ""hour_cos"", ""shap"": 1.3126}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2642}]",ALLOW,アクセスを許可,LOW
42ba1e0a,nakamura_a,Nakamura Aoi,DevOps,2025-01-10T13:13:00,login,Japan,Tokyo,0,18.65,0,1,0,-0.2588,-0.9659,1,1,0,0,1.215,LOW,none,12.35,0.9992,0.0004,0.0004,LOW,5,"[{""feature"": ""hour_cos"", ""shap"": 1.3126}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2688}]",ALLOW,アクセスを許可,LOW
7c5686b8,yamada_r,Yamada Riko,HR,2025-01-10T13:51:00,login,Japan,Tokyo,0,3.58,0,1,0,-0.2588,-0.9659,1,1,0,0,-0.378,LOW,none,7.07,0.9993,0.0003,0.0003,LOW,3,"[{""feature"": ""hour_cos"", ""shap"": 1.3126}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2642}]",ALLOW,アクセスを許可,LOW
4131b9dd,park_s,Park Soyeon,Marketing,2025-01-10T15:01:00,login,Japan,Tokyo,0,28.83,0,1,0,-0.7071,-0.7071,1,0,0,0,-1.278,LOW,none,29.34,0.9993,0.0003,0.0004,LOW,12,"[{""feature"": ""hour_cos"", ""shap"": 1.3142}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
28f73be2,nakamura_a,Nakamura Aoi,DevOps,2025-01-10T15:39:00,login,Japan,Tokyo,0,2.43,0,1,0,-0.7071,-0.7071,1,1,0,0,1.215,LOW,none,3.36,0.9992,0.0004,0.0004,LOW,1,"[{""feature"": ""hour_cos"", ""shap"": 1.3224}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2657}]",ALLOW,アクセスを許可,LOW
71c43f32,ito_k,Ito Kenji,Finance,2025-01-10T15:58:00,login,Japan,Nagoya,0,4.03,0,1,0,-0.7071,-0.7071,1,1,0,0,1.021,LOW,none,0.97,0.9993,0.0004,0.0004,LOW,0,"[{""feature"": ""hour_cos"", ""shap"": 1.3224}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2657}]",ALLOW,アクセスを許可,LOW
39d525d3,nakamura_a,Nakamura Aoi,DevOps,2025-01-10T16:26:00,login,Japan,Tokyo,0,0.78,0,1,0,-0.866,-0.5,1,1,0,0,1.215,LOW,none,8.67,0.999,0.0004,0.0006,LOW,4,"[{""feature"": ""hour_cos"", ""shap"": 1.3179}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2657}]",ALLOW,アクセスを許可,LOW
53d120d4,admin45,Admin User 45,IT Operations,2025-01-10T17:16:00,login,Japan,Tokyo,0,5.63,0,1,0,-0.9659,-0.2588,1,0,0,0,-0.045,LOW,none,10.42,0.9984,0.0007,0.0009,LOW,4,"[{""feature"": ""role_rank"", ""shap"": 1.1363}, {""feature"": ""hour_cos"", ""shap"": 0.5733}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
5f60baaa,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-10T17:19:00,login,Japan,Tokyo,0,5.12,0,1,0,-0.9659,-0.2588,1,1,0,0,-0.195,LOW,none,9.55,0.9984,0.0007,0.0009,LOW,4,"[{""feature"": ""role_rank"", ""shap"": 1.1363}, {""feature"": ""hour_cos"", ""shap"": 0.5733}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
c8da2a67,sato_m,Sato Miyuki,Finance,2025-01-10T17:22:00,login,Japan,Osaka,0,22.53,0,1,0,-0.9659,-0.2588,1,1,0,0,-0.135,LOW,none,24.36,0.9984,0.0007,0.0009,LOW,10,"[{""feature"": ""role_rank"", ""shap"": 1.1363}, {""feature"": ""hour_cos"", ""shap"": 0.5733}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
8ec2025b,chen_w,Chen Wei,Engineering,2025-01-10T18:16:00,login,Japan,Tokyo,0,10.0,0,1,0,-1.0,-0.0,1,1,0,0,-0.195,LOW,none,22.16,0.9986,0.0008,0.0006,LOW,9,"[{""feature"": ""role_rank"", ""shap"": 1.1063}, {""feature"": ""hour_cos"", ""shap"": 0.4575}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
49bab359,sato_m,Sato Miyuki,Finance,2025-01-10T18:25:00,login,Japan,Osaka,0,1.05,0,1,0,-1.0,-0.0,1,0,0,0,-0.135,LOW,none,19.62,0.9981,0.0009,0.001,LOW,8,"[{""feature"": ""role_rank"", ""shap"": 1.1063}, {""feature"": ""hour_cos"", ""shap"": 0.4562}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
936a8870,sato_m,Sato Miyuki,Finance,2025-01-11T01:00:00,login,UK,London,1,6.58,0,0,0,0.2588,0.9659,0,2,1,0,-0.135,MEDIUM,new_country_login,100.0,0.0061,0.9899,0.004,MEDIUM,40,"[{""feature"": ""hour_cos"", ""shap"": 2.548}, {""feature"": ""mfa_fail_count"", ""shap"": 0.5264}, {""feature"": ""peer_zscore"", ""shap"": -0.3564}]",NOTIFY_ADMIN,管理者に通知,MEDIUM
047ca005,kim_j,Kim Junho,Sales,2025-01-11T02:00:00,login,Japan,Tokyo,0,15.8,0,1,0,0.5,0.866,0,0,0,4,0.873,MEDIUM,password_reset_flood,75.28,0.0254,0.9722,0.0023,MEDIUM,30,"[{""feature"": ""hour_cos"", ""shap"": 2.548}, {""feature"": ""mfa_fail_count"", ""shap"": 0.5264}, {""feature"": ""peer_zscore"", ""shap"": -0.3435}]",ALLOW,アクセスを許可,LOW
66338b92,kim_j,Kim Junho,Sales,2025-01-11T02:15:00,login,Japan,Tokyo,0,0.25,0,1,0,0.5,0.866,0,0,0,5,0.873,MEDIUM,password_reset_flood,66.04,0.019,0.9783,0.0027,MEDIUM,27,"[{""feature"": ""hour_cos"", ""shap"": 2.548}, {""feature"": ""mfa_fail_count"", ""shap"": 0.5264}, {""feature"": ""peer_zscore"", ""shap"": -0.3343}]",ALLOW,アクセスを許可,LOW
1d5a3d30,kim_j,Kim Junho,Sales,2025-01-11T02:30:00,login,Japan,Tokyo,0,0.25,0,1,0,0.5,0.866,0,0,0,6,0.873,MEDIUM,password_reset_flood,69.74,0.0199,0.9774,0.0027,MEDIUM,28,"[{""feature"": ""hour_cos"", ""shap"": 2.548}, {""feature"": ""mfa_fail_count"", ""shap"": 0.5264}, {""feature"": ""peer_zscore"", ""shap"": -0.3343}]",ALLOW,アクセスを許可,LOW
ba34a3fd,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-11T08:30:00,login,Japan,Tokyo,0,15.18,0,1,0,0.866,-0.5,1,0,0,0,1.867,LOW,none,20.54,0.9987,0.0007,0.0005,LOW,8,"[{""feature"": ""hour_cos"", ""shap"": 1.3267}, {""feature"": ""role_rank"", ""shap"": 1.1265}, {""feature"": ""role_escalation"", ""shap"": 0.2657}]",ALLOW,アクセスを許可,LOW
a8d54505,suzuki_t,Suzuki Takeshi,Engineering,2025-01-11T08:30:00,login,Japan,Tokyo,0,20.58,0,1,0,0.866,-0.5,1,1,0,0,-1.225,LOW,none,26.17,0.9993,0.0004,0.0004,LOW,10,"[{""feature"": ""hour_cos"", ""shap"": 1.3267}, {""feature"": ""role_rank"", ""shap"": 1.1265}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
