session_id,user_id,user_name,department,timestamp,event_type,country,city,impossible_travel,hours_since_last,mfa_fail_count,is_known_device,country_deviation,hour_sin,hour_cos,is_business_hours,role_rank,role_escalation,pwd_reset_7d,peer_zscore,risk_label,anomaly_type
7b724b92,sato_m,Sato Miyuki,Finance,2025-01-07T11:07:00,login,Japan,Osaka,0,19.78,0,1,0,0.2588,-0.9659,1,1,0,0,1.021,LOW,none
036b6018,park_s,Park Soyeon,Marketing,2025-01-07T11:11:00,login,Japan,Tokyo,0,21.9,0,1,0,0.2588,-0.9659,1,0,0,0,-1.278,LOW,none
af4f580c,chen_w,Chen Wei,Engineering,2025-01-07T11:40:00,login,Japan,Tokyo,0,18.02,0,1,0,0.2588,-0.9659,1,1,0,0,-0.195,LOW,none
29f27f3f,nakamura_a,Nakamura Aoi,DevOps,2025-01-07T11:41:00,login,Japan,Tokyo,0,20.0,0,1,0,0.2588,-0.9659,1,1,0,0,0.039,LOW,none
d1295076,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-07T12:14:00,login,Japan,Tokyo,0,18.67,0,1,0,0.0,-1.0,1,0,0,0,-1.225,LOW,none
fbcd854a,admin45,Admin User 45,IT Operations,2025-01-07T12:14:00,login,Japan,Tokyo,0,2.03,0,1,0,0.0,-1.0,1,0,0,0,-0.045,LOW,none
58156be6,chen_w,Chen Wei,Engineering,2025-01-07T12:36:00,login,Japan,Tokyo,0,0.93,0,1,0,0.0,-1.0,1,0,0,0,-0.195,LOW,none
9771862b,ito_k,Ito Kenji,Finance,2025-01-07T12:44:00,login,Japan,Nagoya,0,27.48,0,1,0,0.0,-1.0,1,0,0,0,-0.135,LOW,none
c476737c,sato_m,Sato Miyuki,Finance,2025-01-07T13:22:00,login,Japan,Osaka,0,2.25,0,1,0,-0.2588,-0.9659,1,1,0,0,1.021,LOW,none
ed52494b,sato_m,Sato Miyuki,Finance,2025-01-07T13:30:00,login,Japan,Osaka,0,0.13,0,1,0,-0.2588,-0.9659,1,1,0,0,1.021,LOW,none
dc4ca67a,suzuki_t,Suzuki Takeshi,Engineering,2025-01-07T14:28:00,login,Japan,Tokyo,0,4.88,0,1,0,-0.5,-0.866,1,1,0,0,0.836,LOW,none
2bab9bd9,kim_j,Kim Junho,Sales,2025-01-07T16:08:00,login,Japan,Tokyo,0,7.53,0,1,0,-0.866,-0.5,1,0,0,6,0.145,LOW,none
665b340e,kim_j,Kim Junho,Sales,2025-01-07T16:18:00,login,Japan,Tokyo,0,0.17,0,1,0,-0.866,-0.5,1,1,1,6,0.145,LOW,none
21120d6e,ito_k,Ito Kenji,Finance,2025-01-07T17:30:00,login,Japan,Nagoya,0,4.77,0,1,0,-0.9659,-0.2588,1,0,0,0,-0.135,LOW,none
a3017bc9,admin45,Admin User 45,IT Operations,2025-01-07T17:48:00,login,Japan,Tokyo,0,5.57,0,1,0,-0.9659,-0.2588,1,0,0,0,-0.045,LOW,none
048cb70c,nakamura_a,Nakamura Aoi,DevOps,2025-01-07T18:37:00,login,Japan,Tokyo,0,6.93,0,1,0,-1.0,-0.0,1,1,0,0,0.039,LOW,none
f40b6248,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-08T08:10:00,login,Japan,Tokyo,0,19.93,0,1,0,0.866,-0.5,1,1,0,0,-1.225,LOW,none
60c9efc6,park_s,Park Soyeon,Marketing,2025-01-08T09:29:00,login,Japan,Tokyo,0,22.3,0,1,0,0.7071,-0.7071,1,0,0,0,0.913,LOW,none
6d679a06,admin45,Admin User 45,IT Operations,2025-01-08T10:30:00,login,Japan,Tokyo,0,16.7,0,1,0,0.5,-0.866,1,1,0,0,-0.045,LOW,none
60da4555,chen_w,Chen Wei,Engineering,2025-01-08T11:17:00,login,Japan,Tokyo,0,22.68,0,1,0,0.2588,-0.9659,1,1,0,0,-0.195,LOW,none
b396cc0c,ito_k,Ito Kenji,Finance,2025-01-08T12:32:00,login,Japan,Nagoya,0,19.03,0,1,0,0.0,-1.0,1,1,0,0,1.021,LOW,none
c08973ed,park_s,Park Soyeon,Marketing,2025-01-08T12:35:00,login,Japan,Tokyo,0,3.1,0,1,0,0.0,-1.0,1,1,0,0,0.913,LOW,none
fdadb058,sato_m,Sato Miyuki,Finance,2025-01-08T12:44:00,login,Japan,Osaka,0,23.23,0,1,0,0.0,-1.0,1,1,0,0,-0.135,LOW,none
dcda67f1,nakamura_a,Nakamura Aoi,DevOps,2025-01-08T12:53:00,login,Japan,Tokyo,0,18.27,0,1,0,0.0,-1.0,1,0,0,0,0.039,LOW,none
a090b8b2,suzuki_t,Suzuki Takeshi,Engineering,2025-01-08T13:07:00,login,Japan,Tokyo,0,22.65,0,1,0,-0.2588,-0.9659,1,0,0,0,-0.195,LOW,none
e2088946,admin45,Admin User 45,IT Operations,2025-01-08T13:38:00,login,Japan,Tokyo,0,3.13,0,1,0,-0.2588,-0.9659,1,0,0,0,-0.045,LOW,none
b8ec224d,nakamura_a,Nakamura Aoi,DevOps,2025-01-08T13:59:00,login,Japan,Tokyo,0,1.1,0,1,0,-0.2588,-0.9659,1,0,0,0,0.039,LOW,none
7d1fe136,kim_j,Kim Junho,Sales,2025-01-08T14:21:00,login,Japan,Tokyo,0,22.05,0,1,0,-0.5,-0.866,1,0,0,3,-0.582,LOW,none
15cd2124,yamada_r,Yamada Riko,HR,2025-01-08T14:44:00,login,Japan,Tokyo,0,28.68,0,1,0,-0.5,-0.866,1,1,0,0,-0.378,LOW,none
6d0ba4c5,yamada_r,Yamada Riko,HR,2025-01-08T14:52:00,login,Japan,Tokyo,0,0.13,0,1,0,-0.5,-0.866,1,1,0,0,-0.378,LOW,none
ee88e225,park_s,Park Soyeon,Marketing,2025-01-08T15:07:00,login,Japan,Tokyo,0,2.53,0,1,0,-0.7071,-0.7071,1,0,0,0,0.913,LOW,none
db807f0b,ito_k,Ito Kenji,Finance,2025-01-08T15:15:00,login,Japan,Nagoya,0,2.72,0,1,0,-0.7071,-0.7071,1,0,0,0,1.021,LOW,none
bed3191d,sato_m,Sato Miyuki,Finance,2025-01-08T15:28:00,login,Japan,Osaka,0,2.73,0,1,0,-0.7071,-0.7071,1,0,0,0,-0.135,LOW,none
bdcd5df0,suzuki_t,Suzuki Takeshi,Engineering,2025-01-08T16:29:00,login,Japan,Tokyo,0,3.37,0,1,0,-0.866,-0.5,1,0,0,0,-0.195,LOW,none
61dbab0c,ito_k,Ito Kenji,Finance,2025-01-08T17:32:00,login,Japan,Nagoya,0,2.28,0,1,0,-0.9659,-0.2588,1,0,0,0,1.021,LOW,none
bb527cdf,chen_w,Chen Wei,Engineering,2025-01-08T17:48:00,login,Japan,Tokyo,0,6.52,0,1,0,-0.9659,-0.2588,1,1,0,0,-0.195,LOW,none
1d74c8f1,kim_j,Kim Junho,Sales,2025-01-08T18:52:00,login,Japan,Tokyo,0,4.52,0,1,0,-1.0,-0.0,1,0,0,3,-0.582,LOW,none
709b7fbc,admin45,Admin User 45,IT Operations,2025-01-08T18:53:00,login,Japan,Tokyo,0,5.25,0,1,0,-1.0,-0.0,1,1,0,0,-0.045,LOW,none
ea7d50bd,sato_m,Sato Miyuki,Finance,2025-01-09T08:20:00,login,Japan,Osaka,0,16.87,0,1,0,0.866,-0.5,1,1,0,0,-0.135,LOW,none
c5bcf458,chen_w,Chen Wei,Engineering,2025-01-09T08:20:00,login,Japan,Tokyo,0,14.53,0,1,0,0.866,-0.5,1,1,0,0,0.836,LOW,none
e227fd97,chen_w,Chen Wei,Engineering,2025-01-09T09:28:00,login,Japan,Tokyo,0,1.13,0,1,0,0.7071,-0.7071,1,1,0,0,0.836,LOW,none
dbf29cfd,kim_j,Kim Junho,Sales,2025-01-09T09:33:00,login,Japan,Tokyo,0,14.68,0,1,0,0.7071,-0.7071,1,0,0,3,-0.582,LOW,none
3d64b77a,park_s,Park Soyeon,Marketing,2025-01-09T10:11:00,login,Japan,Tokyo,0,19.07,0,1,0,0.5,-0.866,1,1,0,0,-1.278,LOW,none
0db42a24,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-09T11:44:00,login,Japan,Tokyo,0,27.57,0,1,0,0.2588,-0.9659,1,1,0,0,-0.195,LOW,none
286abdd7,suzuki_t,Suzuki Takeshi,Engineering,2025-01-09T12:14:00,login,Japan,Tokyo,0,19.75,0,1,0,0.0,-1.0,1,1,0,0,-0.195,LOW,none
6238e0a2,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-09T13:21:00,login,Japan,Tokyo,0,1.62,0,1,0,-0.2588,-0.9659,1,1,0,0,-0.195,LOW,none
5650208b,yamada_r,Yamada Riko,HR,2025-01-09T13:39:00,login,Japan,Tokyo,0,22.78,0,1,0,-0.2588,-0.9659,1,0,0,0,-0.378,LOW,none
23399562,chen_w,Chen Wei,Engineering,2025-01-09T14:09:00,login,Japan,Tokyo,0,4.68,0,1,0,-0.5,-0.866,1,1,0,0,0.836,LOW,none
e15d2136,kim_j,Kim Junho,Sales,2025-01-09T14:55:00,login,Japan,Tokyo,0,5.37,0,1,0,-0.5,-0.866,1,0,0,3,-0.582,LOW,none
250edbef,nakamura_a,Nakamura Aoi,DevOps,2025-01-09T15:16:00,login,Japan,Tokyo,0,25.28,0,1,0,-0.7071,-0.7071,1,1,0,0,0.039,LOW,none
d709a20b,ito_k,Ito Kenji,Finance,2025-01-09T15:58:00,login,Japan,Nagoya,0,22.43,0,1,0,-0.7071,-0.7071,1,0,0,0,-1.29,LOW,none
3b7aefcd,suzuki_t,Suzuki Takeshi,Engineering,2025-01-09T16:02:00,login,Japan,Tokyo,0,3.8,0,1,0,-0.866,-0.5,1,0,0,0,-0.195,LOW,none
bbded20e,admin45,Admin User 45,IT Operations,2025-01-09T16:37:00,login,Japan,Tokyo,0,21.73,0,1,0,-0.866,-0.5,1,0,0,0,-0.947,LOW,none
a4254192,nakamura_a,Nakamura Aoi,DevOps,2025-01-09T18:34:00,login,Japan,Tokyo,0,3.3,0,1,0,-1.0,-0.0,1,0,0,0,0.039,LOW,none
f37fdeb7,sato_m,Sato Miyuki,Finance,2025-01-09T18:50:00,login,Japan,Osaka,0,10.5,0,1,0,-1.0,-0.0,1,1,0,0,-0.135,LOW,none
86475fd8,yamada_r,Yamada Riko,HR,2025-01-09T18:54:00,login,Japan,Tokyo,0,5.25,0,1,0,-1.0,-0.0,1,1,0,0,-0.378,LOW,none
3cf5e38d,ito_k,Ito Kenji,Finance,2025-01-10T08:02:00,login,Japan,Nagoya,0,16.07,0,1,0,0.866,-0.5,1,1,0,0,1.021,LOW,none
16ed8a0c,chen_w,Chen Wei,Engineering,2025-01-10T08:16:00,login,Japan,Tokyo,0,18.12,0,1,0,0.866,-0.5,1,1,0,0,-0.195,LOW,none
6847d8fa,kim_j,Kim Junho,Sales,2025-01-10T08:19:00,login,Japan,Tokyo,0,17.4,0,1,0,0.866,-0.5,1,0,0,3,0.145,LOW,none
c7cd6957,admin45,Admin User 45,IT Operations,2025-01-10T08:58:00,login,Japan,Tokyo,0,16.35,0,1,0,0.866,-0.5,1,1,0,0,-0.045,LOW,none
1ed8d538,kim_j,Kim Junho,Sales,2025-01-10T10:05:00,login,Japan,Tokyo,0,1.77,0,1,0,0.5,-0.866,1,1,1,3,0.145,LOW,none
16aff855,kim_j,Kim Junho,Sales,2025-01-10T10:12:00,login,Japan,Tokyo,0,0.12,0,1,0,0.5,-0.866,1,1,1,3,0.145,LOW,none
cfd8e70d,yamada_r,Yamada Riko,HR,2025-01-10T10:16:00,login,Japan,Tokyo,0,15.37,0,1,0,0.5,-0.866,1,1,0,0,-0.378,LOW,none
bdd6c698,admin45,Admin User 45,IT Operations,2025-01-10T11:38:00,login,Japan,Tokyo,0,2.67,0,1,0,0.2588,-0.9659,1,0,0,0,-0.045,LOW,none
f308d9ca,suzuki_t,Suzuki Takeshi,Engineering,2025-01-10T11:55:00,login,Japan,Tokyo,0,19.88,0,1,0,0.2588,-0.9659,1,1,0,0,-1.225,LOW,none
bee15e37,ito_k,Ito Kenji,Finance,2025-01-10T11:56:00,login,Japan,Nagoya,0,3.9,0,1,0,0.2588,-0.9659,1,1,0,0,1.021,LOW,none
8b016a64,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-10T12:12:00,login,Japan,Tokyo,0,22.85,0,1,0,0.0,-1.0,1,1,0,0,-0.195,LOW,none
42ba1e0a,nakamura_a,Nakamura Aoi,DevOps,2025-01-10T13:13:00,login,Japan,Tokyo,0,18.65,0,1,0,-0.2588,-0.9659,1,1,0,0,1.215,LOW,none
7c5686b8,yamada_r,Yamada Riko,HR,2025-01-10T13:51:00,login,Japan,Tokyo,0,3.58,0,1,0,-0.2588,-0.9659,1,1,0,0,-0.378,LOW,none
4131b9dd,park_s,Park Soyeon,Marketing,2025-01-10T15:01:00,login,Japan,Tokyo,0,28.83,0,1,0,-0.7071,-0.7071,1,0,0,0,-1.278,LOW,none
28f73be2,nakamura_a,Nakamura Aoi,DevOps,2025-01-10T15:39:00,login,Japan,Tokyo,0,2.43,0,1,0,-0.7071,-0.7071,1,1,0,0,1.215,LOW,none
71c43f32,ito_k,Ito Kenji,Finance,2025-01-10T15:58:00,login,Japan,Nagoya,0,4.03,0,1,0,-0.7071,-0.7071,1,1,0,0,1.021,LOW,none
39d525d3,nakamura_a,Nakamura Aoi,DevOps,2025-01-10T16:26:00,login,Japan,Tokyo,0,0.78,0,1,0,-0.866,-0.5,1,1,0,0,1.215,LOW,none
53d120d4,admin45,Admin User 45,IT Operations,2025-01-10T17:16:00,login,Japan,Tokyo,0,5.63,0,1,0,-0.9659,-0.2588,1,0,0,0,-0.045,LOW,none
5f60baaa,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-10T17:19:00,login,Japan,Tokyo,0,5.12,0,1,0,-0.9659,-0.2588,1,1,0,0,-0.195,LOW,none
c8da2a67,sato_m,Sato Miyuki,Finance,2025-01-10T17:22:00,login,Japan,Osaka,0,22.53,0,1,0,-0.9659,-0.2588,1,1,0,0,-0.135,LOW,none
8ec2025b,chen_w,Chen Wei,Engineering,2025-01-10T18:16:00,login,Japan,Tokyo,0,10.0,0,1,0,-1.0,-0.0,1,1,0,0,-0.195,LOW,none
49bab359,sato_m,Sato Miyuki,Finance,2025-01-10T18:25:00,login,Japan,Osaka,0,1.05,0,1,0,-1.0,-0.0,1,0,0,0,-0.135,LOW,none
936a8870,sato_m,Sato Miyuki,Finance,2025-01-11T01:00:00,login,UK,London,1,6.58,0,0,0,0.2588,0.9659,0,2,1,0,-0.135,MEDIUM,new_country_login
047ca005,kim_j,Kim Junho,Sales,2025-01-11T02:00:00,login,Japan,Tokyo,0,15.8,0,1,0,0.5,0.866,0,0,0,4,0.873,MEDIUM,password_reset_flood
66338b92,kim_j,Kim Junho,Sales,2025-01-11T02:15:00,login,Japan,Tokyo,0,0.25,0,1,0,0.5,0.866,0,0,0,5,0.873,MEDIUM,password_reset_flood
1d5a3d30,kim_j,Kim Junho,Sales,2025-01-11T02:30:00,login,Japan,Tokyo,0,0.25,0,1,0,0.5,0.866,0,0,0,6,0.873,MEDIUM,password_reset_flood
ba34a3fd,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-11T08:30:00,login,Japan,Tokyo,0,15.18,0,1,0,0.866,-0.5,1,0,0,0,1.867,LOW,none
a8d54505,suzuki_t,Suzuki Takeshi,Engineering,2025-01-11T08:30:00,login,Japan,Tokyo,0,20.58,0,1,0,0.866,-0.5,1,1,0,0,-1.225,LOW,none
a7c72049,sato_m,Sato Miyuki,Finance,2025-01-11T08:50:00,login,Japan,Osaka,1,7.83,0,1,0,0.866,-0.5,1,0,0,0,-0.135,LOW,none
fc12f780,ito_k,Ito Kenji,Finance,2025-01-11T09:05:00,login,Japan,Nagoya,0,17.12,0,1,0,0.7071,-0.7071,1,0,0,0,1.021,LOW,none
5f36e1bf,chen_w,Chen Wei,Engineering,2025-01-11T09:08:00,login,Japan,Tokyo,0,14.87,0,1,0,0.7071,-0.7071,1,1,0,0,-0.195,LOW,none
bfe33e21,ito_k,Ito Kenji,Finance,2025-01-11T09:20:00,login,Japan,Nagoya,0,0.25,0,1,0,0.7071,-0.7071,1,1,0,0,1.021,LOW,none
66b0a3a7,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-11T09:43:00,login,Japan,Tokyo,0,1.22,0,1,0,0.7071,-0.7071,1,1,0,0,1.867,LOW,none
d354fd14,park_s,Park Soyeon,Marketing,2025-01-11T09:54:00,login,Japan,Tokyo,0,18.88,0,1,0,0.7071,-0.7071,1,1,0,0,0.913,LOW,none
76eea534,admin45,Admin User 45,IT Operations,2025-01-11T10:08:00,login,Japan,Tokyo,0,16.87,0,1,0,0.5,-0.866,1,0,0,0,2.209,LOW,none
b5e55701,kim_j,Kim Junho,Sales,2025-01-11T10:16:00,login,Japan,Tokyo,0,7.77,0,1,0,0.5,-0.866,1,0,0,6,0.873,LOW,none
49fda337,nakamura_a,Nakamura Aoi,DevOps,2025-01-11T10:35:00,login,Japan,Tokyo,0,18.15,0,1,0,0.5,-0.866,1,1,0,0,0.039,LOW,none
179c83fb,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-11T10:45:00,login,Russia,Moscow,1,1.03,0,0,0,0.5,-0.866,1,3,1,0,1.867,HIGH,impossible_travel
d9535a05,admin45,Admin User 45,IT Operations,2025-01-11T10:50:00,login,Japan,Tokyo,0,0.7,0,1,0,0.5,-0.866,1,1,0,0,2.209,LOW,none
5377edf9,park_s,Park Soyeon,Marketing,2025-01-11T11:26:00,login,Japan,Tokyo,0,1.53,0,1,0,0.2588,-0.9659,1,1,0,0,0.913,LOW,none
7e06862f,admin45,Admin User 45,IT Operations,2025-01-11T11:37:00,login,Japan,Tokyo,0,0.78,0,1,0,0.2588,-0.9659,1,0,0,0,2.209,LOW,none
6bf9bd45,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-11T12:12:00,login,Japan,Tokyo,1,1.45,0,1,0,0.0,-1.0,1,1,0,0,1.867,LOW,none
24189aae,park_s,Park Soyeon,Marketing,2025-01-11T12:29:00,login,Japan,Tokyo,0,1.05,0,1,0,0.0,-1.0,1,0,0,0,0.913,LOW,none
344f23db,ito_k,Ito Kenji,Finance,2025-01-11T13:09:00,login,Japan,Nagoya,0,3.82,0,1,0,-0.2588,-0.9659,1,0,0,0,1.021,LOW,none
87e33620,nakamura_a,Nakamura Aoi,DevOps,2025-01-11T14:22:00,login,Japan,Tokyo,0,3.78,0,1,0,-0.5,-0.866,1,0,0,0,0.039,LOW,none
70a9fe05,chen_w,Chen Wei,Engineering,2025-01-11T15:04:00,login,Japan,Tokyo,0,5.93,0,1,0,-0.7071,-0.7071,1,1,0,0,-0.195,LOW,none
67977322,yamada_r,Yamada Riko,HR,2025-01-11T15:32:00,login,Japan,Tokyo,0,25.68,0,1,0,-0.7071,-0.7071,1,0,0,0,-0.378,LOW,none
32b46b3e,yamada_r,Yamada Riko,HR,2025-01-11T17:00:00,login,Japan,Tokyo,0,1.47,0,1,0,-0.9659,-0.2588,1,4,1,0,-0.378,HIGH,privilege_escalation
a8bc9477,admin45,Admin User 45,IT Operations,2025-01-11T22:00:00,login,Japan,Tokyo,0,10.38,1,0,0,-0.5,0.866,0,3,1,0,2.209,MEDIUM,mfa_brute_force
308f9a5f,admin45,Admin User 45,IT Operations,2025-01-11T22:02:00,login,Japan,Tokyo,0,0.03,2,0,0,-0.5,0.866,0,3,1,0,2.209,MEDIUM,mfa_brute_force
1101ec69,admin45,Admin User 45,IT Operations,2025-01-11T22:04:00,login,Japan,Tokyo,0,0.03,3,0,0,-0.5,0.866,0,3,1,0,2.209,HIGH,mfa_brute_force
5238d179,admin45,Admin User 45,IT Operations,2025-01-11T22:06:00,login,Japan,Tokyo,0,0.03,4,0,0,-0.5,0.866,0,3,1,0,2.209,HIGH,mfa_brute_force
68c34a68,admin45,Admin User 45,IT Operations,2025-01-11T22:08:00,login,Japan,Tokyo,0,0.03,5,0,0,-0.5,0.866,0,3,1,0,2.209,HIGH,mfa_brute_force
0519cb8c,chen_w,Chen Wei,Engineering,2025-01-12T08:27:00,login,Japan,Tokyo,0,17.38,0,1,0,0.866,-0.5,1,1,0,0,0.836,LOW,none
70868eef,suzuki_t,Suzuki Takeshi,Engineering,2025-01-12T08:31:00,login,Japan,Tokyo,0,24.02,0,1,0,0.866,-0.5,1,0,0,0,-1.225,LOW,none
4fb4a0aa,kim_j,Kim Junho,Sales,2025-01-12T08:43:00,login,Japan,Tokyo,0,22.45,0,1,0,0.866,-0.5,1,1,1,6,0.145,LOW,none
3bf1ea33,park_s,Park Soyeon,Marketing,2025-01-12T10:51:00,login,Japan,Tokyo,0,22.37,0,1,0,0.5,-0.866,1,1,0,0,-0.183,LOW,none
52fdbbd0,sato_m,Sato Miyuki,Finance,2025-01-12T10:55:00,login,Japan,Osaka,0,26.08,0,1,0,0.5,-0.866,1,1,0,0,1.021,LOW,none
98f7c08a,ito_k,Ito Kenji,Finance,2025-01-12T11:27:00,login,Japan,Nagoya,0,22.3,0,1,0,0.2588,-0.9659,1,0,0,0,-1.29,LOW,none
9154d94b,chen_w,Chen Wei,Engineering,2025-01-12T11:32:00,login,Japan,Tokyo,0,3.08,0,1,0,0.2588,-0.9659,1,0,0,0,0.836,LOW,none
d80b617b,yamada_r,Yamada Riko,HR,2025-01-12T11:49:00,login,Japan,Tokyo,0,18.82,0,1,0,0.2588,-0.9659,1,1,0,0,0.881,LOW,none
50849ff8,park_s,Park Soyeon,Marketing,2025-01-12T12:07:00,login,Japan,Tokyo,0,1.27,0,1,0,0.0,-1.0,1,0,0,0,-0.183,LOW,none
0cc505af,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-12T12:22:00,login,Japan,Tokyo,0,24.17,0,1,0,0.0,-1.0,1,0,0,0,0.836,LOW,none
1597ba01,sato_m,Sato Miyuki,Finance,2025-01-12T12:44:00,login,Japan,Osaka,0,1.82,0,1,0,0.0,-1.0,1,1,0,0,1.021,LOW,none
496978e3,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-12T13:07:00,login,Japan,Tokyo,0,0.75,0,1,0,-0.2588,-0.9659,1,0,0,0,0.836,LOW,none
33e55903,nakamura_a,Nakamura Aoi,DevOps,2025-01-12T13:14:00,login,Japan,Tokyo,0,22.87,0,1,0,-0.2588,-0.9659,1,0,0,0,0.039,LOW,none
2ab0a002,chen_w,Chen Wei,Engineering,2025-01-12T13:36:00,login,Japan,Tokyo,0,2.07,0,1,0,-0.2588,-0.9659,1,1,0,0,0.836,LOW,none
88ab8aff,admin45,Admin User 45,IT Operations,2025-01-12T13:49:00,login,Japan,Tokyo,0,15.68,0,1,0,-0.2588,-0.9659,1,0,0,0,-0.045,LOW,none
8914d3d1,kim_j,Kim Junho,Sales,2025-01-12T14:31:00,login,Japan,Tokyo,0,5.8,0,1,0,-0.5,-0.866,1,1,1,6,0.145,LOW,none
5af0a117,yamada_r,Yamada Riko,HR,2025-01-12T14:38:00,login,Japan,Tokyo,0,2.82,0,1,0,-0.5,-0.866,1,0,0,0,0.881,LOW,none
a1606b15,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-12T15:14:00,login,Japan,Tokyo,0,2.12,0,1,0,-0.7071,-0.7071,1,1,0,0,0.836,LOW,none
9521ccff,admin45,Admin User 45,IT Operations,2025-01-12T15:21:00,login,Japan,Tokyo,0,1.53,0,1,0,-0.7071,-0.7071,1,1,0,0,-0.045,LOW,none
46da1a3b,kim_j,Kim Junho,Sales,2025-01-12T16:07:00,login,Japan,Tokyo,0,1.6,0,1,0,-0.866,-0.5,1,1,1,6,0.145,LOW,none
76b06c49,sato_m,Sato Miyuki,Finance,2025-01-12T17:39:00,login,Japan,Osaka,0,4.92,0,1,0,-0.9659,-0.2588,1,1,0,0,1.021,LOW,none
72cd1da9,admin45,Admin User 45,IT Operations,2025-01-12T18:01:00,login,Japan,Tokyo,0,2.67,0,1,0,-1.0,-0.0,1,0,0,0,-0.045,LOW,none
ab5fe60f,nakamura_a,Nakamura Aoi,DevOps,2025-01-12T18:07:00,login,Japan,Tokyo,0,4.88,0,1,0,-1.0,-0.0,1,1,0,0,0.039,LOW,none
da49a0ba,yamada_r,Yamada Riko,HR,2025-01-12T18:37:00,login,Japan,Tokyo,0,3.98,0,1,0,-1.0,-0.0,1,1,0,0,0.881,LOW,none
ddded3d7,admin45,Admin User 45,IT Operations,2025-01-13T08:03:00,login,Japan,Tokyo,0,14.03,0,1,0,0.866,-0.5,1,1,0,0,-0.496,LOW,none
b31056dd,kim_j,Kim Junho,Sales,2025-01-13T08:28:00,login,Japan,Tokyo,0,16.35,0,1,0,0.866,-0.5,1,1,1,3,0.145,LOW,none
361c850b,yamada_r,Yamada Riko,HR,2025-01-13T08:50:00,login,Japan,Tokyo,0,14.22,0,1,0,0.866,-0.5,1,0,0,0,0.881,LOW,none
27137938,sato_m,Sato Miyuki,Finance,2025-01-13T09:30:00,login,Japan,Osaka,0,15.85,0,1,0,0.7071,-0.7071,1,1,0,0,1.021,LOW,none
36f9b8eb,ito_k,Ito Kenji,Finance,2025-01-13T09:32:00,login,Japan,Nagoya,0,22.08,0,1,0,0.7071,-0.7071,1,1,0,0,-0.135,LOW,none
2a881355,admin45,Admin User 45,IT Operations,2025-01-13T09:39:00,login,Japan,Tokyo,0,1.6,0,1,0,0.7071,-0.7071,1,1,0,0,-0.496,LOW,none
5e8cfa69,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-13T10:15:00,login,Japan,Tokyo,0,19.02,0,1,0,0.5,-0.866,1,0,0,0,0.836,LOW,none
865142a0,nakamura_a,Nakamura Aoi,DevOps,2025-01-13T10:38:00,login,Japan,Tokyo,0,16.52,0,1,0,0.5,-0.866,1,0,0,0,1.215,LOW,none
b4e211a8,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-13T10:38:00,login,Japan,Tokyo,0,0.38,0,1,0,0.5,-0.866,1,0,0,0,0.836,LOW,none
10b5da08,ito_k,Ito Kenji,Finance,2025-01-13T11:14:00,login,Japan,Nagoya,0,1.7,0,1,0,0.2588,-0.9659,1,0,0,0,-0.135,LOW,none
12d3206e,yamada_r,Yamada Riko,HR,2025-01-13T12:24:00,login,Japan,Tokyo,0,3.57,0,1,0,0.0,-1.0,1,1,0,0,0.881,LOW,none
758c5614,park_s,Park Soyeon,Marketing,2025-01-13T13:19:00,login,Japan,Tokyo,0,25.2,0,1,0,-0.2588,-0.9659,1,0,0,0,-1.278,LOW,none
2aa750e0,nakamura_a,Nakamura Aoi,DevOps,2025-01-13T13:43:00,login,Japan,Tokyo,0,3.08,0,1,0,-0.2588,-0.9659,1,1,0,0,1.215,LOW,none
d5737c76,kim_j,Kim Junho,Sales,2025-01-13T13:45:00,login,Japan,Tokyo,0,5.28,0,1,0,-0.2588,-0.9659,1,0,0,3,0.145,LOW,none
57e5a83b,chen_w,Chen Wei,Engineering,2025-01-13T14:41:00,login,Japan,Tokyo,0,25.08,0,1,0,-0.5,-0.866,1,0,0,0,0.836,LOW,none
d4c4d21b,yamada_r,Yamada Riko,HR,2025-01-13T15:28:00,login,Japan,Tokyo,0,3.07,0,1,0,-0.7071,-0.7071,1,1,0,0,0.881,LOW,none
395d3c36,kim_j,Kim Junho,Sales,2025-01-13T16:09:00,login,Japan,Tokyo,0,2.4,0,1,0,-0.866,-0.5,1,1,1,3,0.145,LOW,none
0b03a881,sato_m,Sato Miyuki,Finance,2025-01-13T17:03:00,login,Japan,Osaka,0,7.55,0,1,0,-0.9659,-0.2588,1,0,0,0,1.021,LOW,none
8ab8c8f1,nakamura_a,Nakamura Aoi,DevOps,2025-01-13T17:51:00,login,Japan,Tokyo,0,4.13,0,1,0,-0.9659,-0.2588,1,1,0,0,1.215,LOW,none
